"Light" "Wind.Speed" "Air.Pressure" "Air.Temperature" "Water.temperature"
"2175" 2146.5 2.502 1009.4 28.5 29.5648
"2176" 20.5654 21.2688 1006 27.9 29.0824
"2177" -0.000289 11.9448 1013.6 26.3 27.0605
"2178" 0.014896 34.164 1009.9 28.1 28.9499
"2179" 140.142 34.632 1009.1 26.6 28.2174
"2180" 1233.72 9.198 1005.2 27.9 28.4392
"2181" 0.012773 26.8164 1012.8 26.8 26.8088
"2182" 70.9683 28.1304 1010.3 25.7 28.1383
"2183" 0.032291 22.0896 1008.9 27.3 28.8828
"2184" 1528.23 26.8236 1003.4 29.6 29.2084
"2185" 0.012467 37.044 999.1 29.2 29.0344
"2186" 1229.1 20.8008 1011.1 27.3 27.7909
"2187" 100.379 27.0036 1011.6 25.8 27.5463
"2188" 0.036809 24.0912 1012.2 24.7 25.0405
"2189" 2006.45 26.7336 1009 27.2 28.6414
"2190" 400.346 35.676 1013.8 24.5 25.0779
"2191" 0.011569 22.0536 1005.1 28 29.1262
"2192" 0.036959 21.2508 1006.5 27.9 29.0408
"2193" 70.0681 16.452 1011.4 26.1 27.6648
"2194" -0.026321 10.8396 1006.9 27.9 29.6683
"2195" 29.9182 0.36 1014.8 25.8 25.9831
"2196" 0.038962 26.2008 1000.6 28.6 28.9369
"2197" 1785.75 33.948 1009.4 28.7 29.5879
"2198" 0.017872 32.436 1002.1 28.2 29.475
"2199" 1545.21 16.938 1007.3 28.2 28.7688
"2200" 2053.06 27.5148 1010 28.4 29.1178
"2201" 1668.57 10.5912 1007.6 29.1 29.259
"2202" 27.268 25.0236 1014 26 25.8296
"2203" 0.012448 12.7872 1012.4 25.2 25.3062
"2204" 1286.59 34.38 1011.2 24.8 25.1796
"2205" 1098.88 20.2824 1008.8 26.3 26.6344
"2206" 525.834 24.3 1003 29.2 28.8999
"2207" 1631.63 20.5344 1008.8 27.9 29.3609
"2208" 0.006808 8.2584 1012.2 25.5 27.0527
"2209" 1817.06 15.1308 1009.5 29.4 30.1513
"2210" 0.006364 27.7668 1016.8 25.9 26.4692
"2211" -0.015948 26.1864 1011.9 27.4 28.0435
"2212" 0.010788 17.5716 1013 24.9 25.7516
"2213" 1487.61 34.416 1007.2 28.2 28.839
"2214" 1600.44 22.0896 1001.3 27.4 28.9864
"2215" 736.804 26.6724 1007.7 28 29.4483
"2216" -0.018016 30.384 1002.2 29.6 29.1715
"2217" 186.621 35.604 1012.2 26.5 26.9445
"2218" 1596.57 18.9576 1006 28.5 28.9991
"2219" 165.931 46.98 1013.6 23 25.1171
"2220" 134.759 18.234 1004.7 29.8 29.6197
"2221" 0.004633 19.2348 1010.2 26.4 27.699
"2222" 0.051374 21.0744 1003.7 28.6 29.4184
"2223" 1018.21 7.9488 1004.8 28.8 29.7238
"2224" 2366.88 22.7736 1000.9 27.1 29.0143
"2225" 0.030611 19.6776 1012.8 25.7 25.6905
"2226" 26.5329 0.3564 1012.8 22.2 26.4339
"2227" 2.30549 22.2156 1011.8 25.9 27.6046
"2228" 0.025887 19.314 1006.8 27.8 29.0894
"2229" 1941.33 3.5496 1009 27.7 28.5725
"2230" 492.804 28.5192 1011.6 25.3 26.5564
"2231" 18.4279 11.1456 1009.3 25.6 26.7055
"2232" 777.173 11.934 1001.7 27.2 29.0432
"2233" 0.004266 24.3576 1007 28 29.3323
"2234" 1131.48 17.1 1012.3 25.5 26.0717
"2235" 1678 30.78 1015 25.4 25.8769
"2236" -0.010642 27.3924 1003.8 29.5 29.1926
"2237" 745.476 32.364 1010.5 26.8 28.1393
"2238" 1997.64 11.7432 1005.7 29 29.5057
"2239" -0.000274 15.9228 1011 26.1 27.1232
"2240" 1260.95 0.3204 1013.2 25.6 25.8769
"2241" -0.004638 25.0884 1014.9 25.2 25.6159
"2242" 0.012354 20.3076 1011.1 27.4 28.1348
"2243" 172.499 22.176 1002.6 28.8 29.662
"2244" 2209.04 25.6068 1008.6 28.2 29.1038
"2245" 0.026185 16.9812 1014.3 26.2 27.315
"2246" 461.908 34.92 1013.7 24.5 25.078
"2247" 0.032205 4.4352 1000.8 28.5 28.95
"2248" 1604.07 27.4464 1012.7 26.6 26.295
"2249" 1112.75 50.544 1008 27.6 28.671
"2250" 8.23214 11.1384 1001.8 27.5 29.4553
"2251" 3.36189 39.42 1010.3 24.8 26.6521
"2252" 3.14194 12.3048 1009.8 27.1 27.6353
"2253" 2174.49 13.2372 1011.2 27 27.6778
"2254" 1498.52 26.172 1009.3 27.6 27.7103
"2255" 17.4751 22.0068 1011.3 25.8 26.9305
"2256" 1922.57 26.0568 1012.3 26.2 27.1132
"2257" 0.021171 6.7752 1006.8 28.5 28.4422
"2258" 2045.19 38.196 1014.7 25.6 25.8568
"2259" 0.033594 18.7524 1000.9 27.8 29.5567
"2260" 0.019056 29.52 1003.5 28.5 29.0715
"2261" 504.954 25.0596 1002.8 28.1 29.1021
"2262" 1490.93 41.616 1016.9 24.5 25.4521
"2263" 1866.7 18.8208 1007.3 28.2 28.7433
"2264" 389.336 12.2436 1000.4 30.1 29.7177
"2265" 13.6074 24.2892 1006.1 28.1 29.1009
"2266" -0.012398 24.1452 1008.5 26.6 28.2165
"2267" -0.00513 36.9 1004 26.4 29.0677
"2268" 0.049028 22.4064 1008.8 28.6 29.2749
"2269" 1924.89 31.32 1011.5 25.6 26.1882
"2270" 657.938 9.6552 1009.4 27 27.5009
"2271" 106.483 26.8416 1001.4 28.7 29.5911
"2272" 0.051634 21.204 1003.5 29.3 29.3936
"2273" 1838.27 33.48 1011.5 27.2 27.593
"2274" 1860.18 19.2096 1002.4 29 29.0006
"2275" 0.016387 28.3752 1002.8 28.9 29.0096
"2276" 0.010801 12.8196 1003.4 28.5 29.0771
"2277" -0.002083 0.7668 1003.8 29.1 29.4701
"2278" 52.2732 32.148 1011.2 26.1 27.0205
"2279" 1068.08 16.1784 1007.8 28.4 29.1579
"2280" 421.236 13.2984 1014 25.2 25.7437
"2281" 0.004177 27.3888 1015.1 24.6 25.1725
"2282" 485.622 23.4972 1001.8 29.9 29.7573
"2283" 93.661 17.9388 1002.2 28.2 29.3475
"2284" 870.835 26.9856 1012 25.2 25.9455
"2285" 0.172459 43.992 1000.7 27.6 29.297
"2286" 0.017403 28.6344 1015.8 25.7 26.4248
"2287" 375.792 20.0664 1011.8 26.5 26.8838
"2288" 24.0907 29.916 1011 25.9 26.3693
"2289" 1763.04 7.2 1005.7 28.8 29.7605
"2290" 0.009293 21.8844 1009.8 27.5 27.9714
"2291" 0.011586 9.9252 1008.1 26.5 28.5644
"2292" 999.227 33.984 1004.5 28.1 29.462
"2293" 1687.74 18.7236 1004.9 26.9 29.4399
"2294" 1639.81 25.668 1014.9 25 25.9354
"2295" 453.689 27.8028 1006.9 28.9 29.0731
"2296" -0.061171 34.128 1012.1 27.5 27.6415
"2297" 1927.6 46.944 1019.4 25.1 25.7255
"2298" -9e-06 27.7524 1009.3 28.6 29.1818
"2299" -0.021667 45.684 1009.3 26.6 28.4431
"2300" 379.911 18.6804 1009.4 26.1 26.5606
"2301" 0.008001 28.4292 1014.2 24.8 24.8903
"2302" 0.003432 19.8972 1004.8 28.8 29.3411
"2303" -0.017329 17.8668 1006.3 28.7 29.2645
"2304" 0.029299 34.2 1009.3 29.1 29.0847
"2305" 78.8282 37.872 1014.5 24.5 25.2378
"2306" 26.0644 0.3276 1015.3 22.2 26.3943
"2307" 863.202 25.3188 1002.9 26 29.7486
"2308" 0.002594 12.8484 1002.8 28.4 29.1747
"2309" 871.194 37.692 1013.8 24.5 25.268
"2310" 1848.4 29.988 1013.6 25.1 25.5107
"2311" 939.811 29.988 1002.2 28.2 29.0047
"2312" 0.016006 10.5876 1001.7 27.5 29.2729
"2313" 0.016121 34.272 1015.3 26.6 27.1798
"2314" -0.006245 25.092 1013.2 26.6 26.9743
"2315" 46.589 10.9764 1006.3 29.8 29.29
"2316" 26.1001 23.9112 1013 26 25.8634
"2317" 1016.8 13.3596 1009 28.2 29.4299
"2318" 0.009148 27.7884 1013.7 25.2 25.5766
"2319" -0.007652 23.4288 1009.4 27.6 28.3727
"2320" 11.8791 11.3724 1007.8 28 29.1403
"2321" 1901.08 38.916 1009.7 28.9 28.7297
"2322" 0.036698 40.248 1015.8 24.6 25.31
"2323" 105.426 27.0792 1000.8 29.8 29.6712
"2324" 0.030437 5.6916 1007 29 28.8149
"2325" 0.000868 10.602 1011.9 24.6 25.2146
"2326" 0.010624 25.3296 1001.3 28.8 29.5678
"2327" 1416.39 14.2812 1004.7 28.5 29.1162
"2328" 1876.13 15.5124 1004.6 27.3 29.3294
"2329" 2003.81 28.206 1008.7 27.9 29.3609
"2330" 0.045874 18.3528 1002.8 28.4 29.1554
"2331" 707.24 19.7136 1012.2 25.2 25.3496
"2332" 0.040572 15.9048 1012 25.8 26.6589
"2333" 618.155 20.4912 1012 25.3 25.3523
"2334" 720.1 29.628 1011.8 26.7 26.4122
"2335" 0.008758 29.304 1001.8 28.8 29.3944
"2336" 0.16521 42.696 1003.3 26.1 29.1077
"2337" 579.245 43.884 1014.3 25.4 25.5859
"2338" 76.7408 36 1012.8 25.1 25.5834
"2339" 0.035905 17.9568 1004.5 28.9 29.1626
"2340" -1.2242 0.3924 1011.9 22.2 26.6801
"2341" 0.023556 36.252 1010.1 27.2 28.2723
"2342" 0.01933 28.0656 1008.7 28.8 28.9745
"2343" -0.008305 16.5024 1009.7 28.9 29.4156
"2344" 0.017303 12.744 1004.4 28.5 29.0148
"2345" 0.005861 25.2036 1002.1 28.5 29.6949
"2346" 0.010846 42.516 1015.3 25.1 25.3463
"2347" 2106.5 14.616 1012.8 25.4 25.5599
"2348" 2273.42 41.112 1008.8 27.5 28.6111
"2349" 0.035512 42.12 1006.8 28.4 28.8686
"2350" -0.019517 48.24 1016.6 24.7 25.2946
"2351" 2005.35 37.08 1011.3 25.7 26.2975
"2352" -0.020105 36.396 1014.5 24.4 25.091
"2353" 1912.32 30.204 1013.8 26.6 26.4364
"2354" 2165.22 23.5224 1005.9 29.4 29.6073
"2355" -0.022152 22.3812 1012.4 25.4 25.7213
"2356" 8.3902 21.942 1007 27.2 28.9119
"2357" 1233.22 8.766 1003.7 26.9 28.9202
"2358" 1266.81 31.752 1013.8 25.6 26.6949
"2359" 0.016849 16.6572 1002.9 28.3 29.4635
"2360" 1615.47 39.276 1014.3 24.8 25.3831
"2361" 2164.22 32.616 1011.3 27.1 27.634
"2362" 0.045324 10.3608 1011.3 25.2 27.0723
"2363" 286 3.8448 1004.2 28.1 29.6129
"2364" 889.97 43.236 1015.9 25 25.2449
"2365" 1375.34 33.876 1012.2 24.7 25.3
"2366" 1662.58 8.8092 1005.8 28.2 29.2186
"2367" 0.019735 12.9384 1007.2 29.1 29.8825
"2368" 838.545 9.5616 1009.4 26.9 27.4942
"2369" 608.425 38.196 1010.2 25.9 26.6156
"2370" 650.547 24.642 1006 29.2 29.3956
"2371" 0.01143 39.384 1003 28.6 29.07
"2372" -0.001057 7.0668 1006.5 29.7 29.8377
"2373" 722.692 3.9744 1007.6 28.1 29.7776
"2374" 0.266956 19.7064 1004.8 28.7 29.1864
"2375" 296.104 41.004 1009.4 26.6 28.3694
"2376" 0.054987 15.2496 1004 29.1 29.2424
"2377" 0.014067 10.5228 1012.4 27.6 27.7213
"2378" 1583.08 17.2656 1011.2 25.8 26.6207
"2379" -0.007952 29.088 1014.8 26.3 27.3993
"2380" 0.03128 20.718 1006.3 28.6 29.0423
"2381" 2178.72 16.9308 1012.3 25.6 26.6041
"2382" 0.021739 37.08 1012.7 25.5 26.6453
"2383" 253.331 16.5852 1007.4 29 29.1082
"2384" 0.012875 10.188 1008.6 29.2 28.9869
"2385" 0.010939 11.664 1004.3 29.4 28.9407
"2386" 0.035601 37.548 1012.8 24.3 24.9134
"2387" 76.0949 36.36 1010.5 25.9 26.6398
"2388" 248.932 11.8116 1007.7 26.2 26.7369
"2389" -0.012308 18.1152 1010.3 28.1 28.5801
"2390" 706.655 13.626 1000.5 27.6 29.0216
"2391" 783.699 41.436 1016.6 24.5 25.4562
"2392" 907.752 40.356 1016.6 24.5 25.4569
"2393" 2060.79 7.6644 1009.4 29.6 29.265
"2394" 0.001589 18.6516 1013.1 25.2 25.5963
"2395" -0.016599 34.74 1013.2 23.9 25.0826
"2396" 0.013657 10.4184 1003.2 28.5 29.2241
"2397" 1419.22 11.7324 1007.9 25.9 26.3178
"2398" 666.786 10.0908 1004.7 27.7 28.4082
"2399" 1038.51 43.668 1016.8 25.2 25.3993
"2400" 1715.31 13.1832 1013.8 21.7 25.8666
"2401" 1454.48 28.4436 1010.1 26.1 29.4344
"2402" 523.204 16.3584 1006.5 28.3 28.7047
"2403" 929.997 43.776 1016.8 25 25.2466
"2404" 33.0326 15.4944 1004.3 29.8 29.2266
"2405" 0.01392 12.798 1007 29.6 29.1573
"2406" 0.007572 19.44 1014.4 25.3 25.2969
"2407" 2097.01 39.168 1011.8 24.9 25.306
"2408" 1547.15 44.496 1008.9 28.2 28.3827
"2409" 1477.86 25.5096 1017.2 24.7 25.0735
"2410" 0.037135 21.9132 1009.7 27.6 28.8953
"2411" 0.041027 20.5164 1007.7 28.1 29.0542
"2412" -0.028296 40.212 1013.7 24.3 24.8051
"2413" -0.029613 32.508 1015.1 24.8 25.1877
"2414" 2173.93 40.284 1008.4 27.8 28.4666
"2415" 1563.31 10.3752 1007.3 29 29.2719
"2416" -7.5e-05 33.3 1008.8 26.3 29.2309
"2417" 1487.48 25.0884 1002.2 26.9 29.2577
"2418" -0.010815 10.0944 1011.5 26.2 26.7688
"2419" 1348.23 33.12 1012.2 25 26.3536
"2420" 0.019882 26.6544 1014.2 26.8 27.0131
"2421" 708.169 23.1732 1010.1 27.6 27.6283
"2422" 0.000425 13.9248 1010.9 25 27.035
"2423" 314.552 29.124 1014.5 25.3 26.2019
"2424" 1754.58 12.5244 1005.1 28.3 29.5952
"2425" 0.008033 20.0772 1002.8 28.1 29.1155
"2426" 0.024518 9.99 1006.8 27.4 29.2787
"2427" 2107.52 5.0112 1006.8 29.2 29.2697
"2428" 1343.35 9.2016 1007.3 29.5 28.8979
"2429" 2.43311 41.292 1002.9 26.6 29.2408
"2430" 0.014644 38.664 1013.7 25.1 25.5711
"2431" 1.59732 8.604 1006.4 29.1 29.6443
"2432" 2135.67 12.0744 1007.2 28.9 29.7771
"2433" 0.020012 11.0736 1005.3 29.8 29.0693
"2434" 0.05057 29.916 1004.3 28.3 29.1913
"2435" -0.001046 16.8228 1013.9 26.7 27.3975
"2436" 0.048716 30.312 1016.3 24 25.1714
"2437" 1825.32 28.3752 1013.9 26.4 26.9125
"2438" 1560.92 34.452 1004.9 27.7 29.7101
"2439" 0.016953 28.2204 1010.2 26.1 28.9624
"2440" 0.004261 24.498 1009.9 27.1 28.11
"2441" 301.286 19.6812 1002 29.8 29.3126
"2442" 1.77651 29.052 1006.2 27 29.0687
"2443" 0.009041 8.3772 1007.2 26.6 28.781
"2444" 1852.42 40.5 1015.2 25.3 25.6771
"2445" -0.438629 0.4428 1015.4 22.1 26.1645
"2446" 857.567 20.844 1000.5 26.9 28.955
"2447" 240.762 16.4052 1015.1 25.4 25.6905
"2448" 0.008891 22.0536 1011.6 25.8 26.8908
"2449" 1289.83 9.1692 1004.9 29.9 29.2783
"2450" 1944.17 16.2684 1007.6 29.2 28.9104
"2451" 0.087032 19.6848 1012.8 24.3 25.1513
"2452" 1251.81 28.944 1014.5 26.2 27.1078
"2453" 901.971 23.6916 1011.6 25.6 26.8357
"2454" 1674.93 28.872 1010.5 27.4 27.6444
"2455" 0.034175 17.208 1010.5 28.2 28.6162
"2456" 0.011878 27.4032 998.7 28.1 29.0457
"2457" 50.4612 18.6228 1007.5 27.8 28.5647
"2458" 2.38925 19.3356 1007.6 27.6 28.6534
"2459" 0.009394 32.688 1005.4 28.9 29.2925
"2460" 283.044 48.816 1006.5 26.6 28.7519
"2461" 1250.54 34.488 1014.8 25.1 24.9972
"2462" 1710.67 14.256 1012.3 25.2 26.8098
"2463" 1505.7 34.056 1017.2 24.8 25.0614
"2464" 1530.56 31.464 1017.3 24.9 25.1426
"2465" 468.801 27.1656 1007.6 28 29.402
"2466" 910.893 17.2692 1005.5 28.1 29.0572
"2467" 166.363 23.1876 1003.1 29.4 28.8931
"2468" 0.007502 41.328 1008.7 28.7 28.9781
"2469" 2039.89 17.8992 1004.4 29 29.597
"2470" -0.001436 24.0084 1011.5 29.1 29.1642
"2471" 1539.98 14.0364 1010.1 26.1 27.0274
"2472" 0.002486 18.1584 1015.3 25.9 25.5631
"2473" 1995.09 15.8364 1010.9 25.7 26.5466
"2474" 241.234 35.352 1006.2 28.6 28.9227
"2475" 0.043652 26.0208 1009 27.4 28.8992
"2476" 0.014954 35.532 1014 26 27.3382
"2477" -0.012516 34.272 1008 26.3 28.9099
"2478" -0.016755 29.664 1014 24.9 26.0234
"2479" 0.003681 44.136 1015.4 24.7 25.0114
"2480" 0.025078 30.276 1013.3 26.8 26.7008
"2481" 1183.49 23.022 1008.1 27.5 27.6754
"2482" 10.9135 28.2924 1008.3 28.1 28.8698
"2483" 1.70921 11.2824 1011.6 26.3 27.3158
"2484" -0.009587 8.6472 1012.2 24.6 25.7408
"2485" 0.009489 11.844 1008 29 29.0858
"2486" 0.011335 27.738 1005.1 27.8 29.1183
"2487" 926.768 32.256 1012.8 26.3 26.8116
"2488" -0.023715 17.9064 1010.7 26.6 27.712
"2489" 0.009847 17.0388 1001.7 27.8 29.5529
"2490" 0.014762 53.928 1014.8 23.9 24.9631
"2491" 1529.52 36.864 1008.9 29 28.9742
"2492" 168.193 26.7696 1011.2 26.3 26.6797
"2493" 1644 13.0968 1007.6 27.8 29.6824
"2494" 25.9954 25.4088 1012.6 26 25.9202
"2495" 864.589 39.132 1011.6 24.8 25.4224
"2496" -0.026714 26.3988 1017.3 25.1 26.2574
"2497" 0.003819 29.628 1014 26.8 26.7899
"2498" 709.113 31.608 1010.9 26.1 26.6566
"2499" 0.025446 17.676 1002.7 29.1 29.4072
"2500" 465.716 34.668 1012 24.7 25.262
"2501" 941.962 9.5112 1007.7 29.1 29.5381
"2502" 0.006939 25.0344 1015.9 25.5 21.9442
"2503" 0.009758 7.3296 1005.3 28.3 29.1086
"2504" 0.012175 31.608 1012.2 25.9 27.3434
"2505" 1784.19 36.144 1014.5 26.3 27.1096
"2506" 1992.14 36.324 1014.7 25.5 25.8595
"2507" 0.005858 28.944 1010.1 28.1 28.9905
"2508" 0.844864 10.746 1010.1 27.1 27.6356
"2509" 0.045252 24.8688 1014 26.8 27.1471
"2510" -0.010649 21.168 1014.3 25.4 25.4108
"2511" 0.015136 23.6736 1011.3 27.4 28.1389
"2512" 0.022563 22.05 1013 27.6 27.7405
"2513" 514.575 36.144 1009 28.1 28.8389
"2514" 0.026035 14.1588 1012.8 27.1 27.6518
"2515" -0.017632 10.3932 1011.1 27.7 27.6503
"2516" 0.02351 25.7436 1003.7 29.4 29.5519
"2517" 777.889 25.7148 1008.6 28 29.11
"2518" -0.001854 31.824 1015.3 26.1 27.0393
"2519" 267.708 20.1348 1009.4 26 26.9483
"2520" 2071.51 17.1288 1010.8 26.1 26.6732
"2521" 233.94 10.9836 1004 29.3 29.3889
"2522" 321.101 6.9264 1007.5 29.2 29.0258
"2523" 0.01182 12.186 1008 29.6 29.6162
"2524" 708.542 20.394 1008 28.1 28.9192
"2525" 38.4097 26.2908 1008.8 26.8 28.257
"2526" 339.615 13.9932 1012.4 25.2 25.8477
"2527" 2.22566 14.8392 1011.5 25.8 26.6528
"2528" 1402.81 27.2232 1005.6 29.2 29.2851
"2529" 0.006387 39.744 1008.6 28.1 28.8749
"2530" 0.006961 10.0152 1011.9 26.4 26.867
"2531" 1016.38 27.6552 1011.9 25.5 25.8627
"2532" 1630.63 31.716 1003.4 27.2 29.2795
"2533" 349.376 10.2024 1005.7 29.8 29.3581
"2534" 690.829 43.524 1014.5 25.2 25.8784
"2535" 1806.02 32.724 1012.4 26.1 26.6301
"2536" 489.076 33.804 1019.8 25.1 25.5597
"2537" 1897.89 18.36 1010.1 27.5 27.9861
"2538" 1004.57 30.312 1004.3 29 29.1625
"2539" -0.021628 16.1496 1013.8 25 25.6272
"2540" 0.043366 21.0024 1010.9 27.6 27.5963
"2541" 85.6574 24.75 1012.2 25.2 25.9527
"2542" 0.006358 29.7 1013.5 26.2 27.2972
"2543" 0.002551 21.942 1011.3 29.1 29.1654
"2544" -0.008778 8.2296 1006.5 29.8 29.1068
"2545" 1686.54 22.4748 1009 28.3 29.2173
"2546" 1860.08 27.8748 1009.9 27.1 28.6302
"2547" 926.003 33.408 1013.1 26.5 26.8907
"2548" 990.665 35.64 1012.3 25 25.7161
"2549" -0.01329 31.104 1014.9 24.8 25.1844
"2550" 2124.48 35.784 1004.8 29.1 29.0853
"2551" 0.011372 32.076 1001.2 28.3 29.5062
"2552" 1096.31 18.072 1010.1 25.5 26.7709
"2553" 2077.86 37.296 1014.3 25.9 25.8654
"2554" 0.01758 35.784 1011.1 25.4 28.2263
"2555" 2197.53 15.2028 1004.6 29.4 29.4454
"2556" 0.007207 25.308 1010 27.4 28.5945
"2557" 1440.52 10.9728 1008.1 26.1 26.6819
"2558" 585.965 42.84 1008.1 28.4 29.0096
"2559" 0.01342 19.9944 1011.4 24.5 25.1683
"2560" 0.016849 35.496 1011.8 27.7 28.3199
"2561" -0.002227 16.236 1010.1 28.9 29.5
"2562" 440.499 37.584 1013.4 25.2 25.2719
"2563" 812.599 15.6816 1003.9 27.2 29.4557
"2564" 99.4087 9.4284 1004.7 27.6 28.3727
"2565" 0.038675 19.0116 1004.5 29.1 29.1355
"2566" 1777.71 29.376 1015.3 24.7 25.4379
"2567" 0.010656 30.564 1011.8 25.5 26.8863
"2568" 2428.42 12.6252 1008.4 29.6 29.8995
"2569" 0.041815 40.392 1007.7 26.9 28.9394
"2570" 1649.77 5.022 1009.6 25.9 26.4531
"2571" 64.3727 16.7436 1008.6 27 28.0298
"2572" 526.634 26.8236 1014.9 25.1 25.8847
"2573" -0.002793 19.3392 1003.2 29.3 29.3315
"2574" 0.042355 23.9184 1012.4 25.8 27.6221
"2575" 800.955 20.9916 1007.6 28.1 28.5042
"2576" 398.659 11.2104 1009.7 28.3 29.0643
"2577" 1197.79 22.3344 1012.4 26.4 26.9024
"2578" 0.016803 26.1684 1011.5 25.6 26.5679
"2579" 971.192 36.216 1014.3 24.4 25.1971
"2580" 496.787 20.5992 1007 27.9 28.5378
"2581" -0.013695 6.5304 1005.6 29.5 29.4378
"2582" 626.442 31.824 1012.6 26 27.2873
"2583" 0.203893 43.596 1001.4 26.9 29.243
"2584" 0.006387 27.6084 1008.4 28.9 29.2458
"2585" 0.045694 12.8664 1012.7 26.3 27.329
"2586" 0.031373 17.4564 1005.9 27.3 28.8215
"2587" 0.025734 12.2148 1006.3 26.6 28.9784
"2588" 0.860325 0.4356 1015.7 22.1 26.7045
"2589" -0.015038 0.3456 1013.7 25.4 25.4655
"2590" -0.008966 8.6472 1010.8 26.4 26.8271
"2591" 1146.18 37.836 1013.4 25 25.4406
"2592" 196.733 28.2672 1009.5 26.8 27.8839
"2593" 1243.36 21.9744 1013.1 26.4 27.3001
"2594" 0.00377 19.35 1012.3 21.9 25.8775
"2595" 51.5571 50.544 1006 27.2 28.7907
"2596" -0.008882 38.448 1011.9 26.3 26.9873
"2597" 1727.29 23.2056 1009.8 28.9 29.324
"2598" 0.012681 25.7004 1000.5 29 28.9411
"2599" 1767.87 18.4644 1014.9 25.1 25.9364
"2600" 2139.55 23.1156 1005.1 29.8 29.3878
"2601" 20.9118 30.132 1010.9 26.1 27.0881
"2602" 0.034784 37.44 1010.3 28.8 28.9482
"2603" 1491.66 22.0356 1011.3 26.3 27.0834
"2604" 1003.77 25.902 1003.9 29.6 29.1969
"2605" 3.97841 31.032 1002.7 27.9 28.9866
"2606" 0.041911 31.68 1012.8 24.8 25.3637
"2607" 0.172247 0.4716 1014.7 22.5 26.5242
"2608" 0.047172 27.864 1017.4 25.3 26.2594
"2609" 0.013429 23.6268 1003.4 27.6 29.4132
"2610" 1423.95 20.2356 1011.5 26.1 26.791
"2611" 2165.9 33.84 1011.3 27.3 27.5369
"2612" 1729.75 27.18 1003.7 28.5 29.4089
"2613" 1519.92 30.168 1012.3 26.1 26.5995
"2614" 0.002311 15.534 1006.3 28 28.4468
"2615" 1348.05 28.0656 1008.3 29.1 29.0027
"2616" 2420.7 50.904 1008.2 27.6 28.5866
"2617" 1624.25 33.66 1010.1 27.7 28.1699
"2618" 11.3387 24.3504 1012.5 26.1 26.1371
"2619" 0.006141 24.7212 1011.1 27.3 27.9001
"2620" 13.8741 27.072 1008.8 27.6 28.3794
"2621" 2013.02 18.4032 1012.8 25.4 26.7215
"2622" -0.003151 18.5508 1009.4 25.5 26.8616
"2623" 1834.38 16.1676 1012.2 25.6 25.925
"2624" 0.002016 16.9272 1007.7 27.8 28.3955
"2625" 2040.94 18.4176 1004.2 29 29.6301
"2626" -0.005575 20.808 1011.9 26.5 27.1096
"2627" 0.016407 33.372 1003.5 29.4 29.3974
"2628" 0.015339 11.3508 1007.5 29 29.9447
"2629" 2135.32 19.332 1011.9 26.4 27.1837
"2630" 26.2021 23.8536 1013.9 25.9 25.815
"2631" 1916.95 23.1552 1009.6 28.4 29.7015
"2632" 1687.56 13.9464 1011 25.6 26.7287
"2633" 2063.49 12.1248 1011.5 26.9 27.7138
"2634" 1643.73 27.2736 1014.5 24.7 25.3962
"2635" 126.412 44.82 1012 24.8 25.5185
"2636" 1380.66 15.5592 1004.8 28.3 29.0393
"2637" 44.8942 48.312 1014 24.4 24.9752
"2638" 0.03882 29.88 1001.4 28.2 29.5484
"2639" 2127.88 14.904 1011.5 26 26.8887
"2640" 1135.75 20.9988 1001.1 27.5 28.9477
"2641" 88.0622 14.6808 1009.4 28.3 29.2991
"2642" 1885.45 22.1976 1003.5 28.2 29.402
"2643" 0.01349 37.368 1007.4 27.1 28.8477
"2644" -0.036472 33.84 1005.6 28.7 28.9928
"2645" 1125.25 46.368 1008.7 28.3 28.328
"2646" 450.805 27.4968 1011.6 26.7 26.5415
"2647" 1373.07 30.312 1013.6 26.2 27.2606
"2648" 1331.31 36.612 1009.8 24.8 28.0412
"2649" 0.008865 13.4352 1002.8 27.8 29.1255
"2650" -0.052118 11.2176 1014.4 25.3 24.8211
"2651" -0.009353 16.9092 1007.8 29.2 28.9673
"2652" 2040.65 16.9488 1009.5 29.5 30.0236
"2653" 1880.23 22.1796 1004.8 27.9 29.4759
"2654" 0.007357 17.712 1006 27.9 28.4454
"2655" 2384.78 11.4696 1005.8 28.7 28.4143
"2656" 567.735 21.9132 1002.4 28.8 29.6802
"2657" 1748.22 8.964 1012.2 26.9 27.7214
"2658" 0.034092 34.272 1011.2 25.3 26.4637
"2659" 0.032135 20.6028 1011.8 25.9 26.9673
"2660" 93.4982 22.8384 1006.3 29.1 29.338
"2661" 777.455 0.3852 1014.5 25.7 25.9517
"2662" -0.109808 0.45 1014.4 22.2 26.4711
"2663" 1072.44 32.868 1016.7 24.9 24.9967
"2664" 2184.83 32.652 1013.3 26.5 26.9243
"2665" 1322.52 10.944 1009.3 26.7 27.4005
"2666" 560.542 19.1412 1006.8 28.2 28.7188
"2667" 922.406 16.146 1003.3 27.8 29.1376
"2668" 0.045854 15.714 1001 28.2 28.8963
"2669" 2029.99 31.716 1009.6 28.8 29.6781
"2670" 0.01399 9.54 1009.3 28.5 29.0874
"2671" 2225.46 23.8212 1010.1 27.5 27.8905
"2672" 1117.43 31.032 1008.6 27.6 28.844
"2673" 0.041822 13.212 1008.6 28.5 29.525
"2674" 638.209 29.628 1014.4 25.5 26.0571
